K,G,f_ch4 (kg/s/m),f_ch4_err (kg/s/m),f_ch4_err (%),f_ch4_err_term1_avg (%),f_ch4_err_term2_avg (%),f_ch4_err_term3_avg (%),C_ch4_avg (kg/m^3),C_ch4_err_avg (kg/m^3),C_ch4_err_avg (%),C_ch4_err_term1_avg (%),C_ch4_err_term2_avg (%),chi_ch4_avg (ppb),chi_ch4_err_avg (ppb),chi_ch4_err_avg (%),chi_ch4_err_term1_avg (%),chi_ch4_err_term2_avg (%),rho_avg (kg/m^3),rho_err_avg (kg/m^3),rho_err_avg (%),xwind_avg (m/s),xwind_avg_err (m/s),xwind_avg_err (%),dt_avg (s),dt_err_avg (s),dt_err_avg (%),vh_avg (s),vh_err_avg (s),ds_avg (s),ds_err_avg (s),ds_err_avg (%),z_avg (m),z_std (m),Start_UTC,End_UTC,z_low (m),z_high (m),delta_z (m),F_tot_k (kg/s),F_tot_k_err (kg/s),F_tot_k_err_term1 (%),F_tot_k_err_term2 (%)
0,0,2.0155027799135087e-05,3.1212137702380028e-06,317.8625087587188,2.065687477189494,51.28889214580386,46.64542037700664,2.039756936278181e-07,5.832641406322546e-09,20.56543412229917,60.7291227615957,39.270877238404296,3.092107419839038e-07,7.148194682780121e-09,20.30152492936958,1.9570740381605825,98.04292596183944,1.191606178066074,0.0148721358256164,1.24807462201685,-1.529513664180825,0.2334503145915116,-6.159622875653967,1.0000277999999994,0.1,9.999722007728192,4.237439166589339,1.1839563444118502,4.237556967398168,0.426693571031737,10.069793809725322,7.272350181818183,0.0882428399699698,2022-11-15 17:33:00.422325,2022-11-15 17:34:15.422342,6.972930898601406,7.369801990909093,0.3968710923076877,7.998947898134553e-06,2.1673992534033337e-06,67.33609358226632,32.663906417733685
1,0,2.741721788116801e-05,4.3438750035376864e-06,286.5387832548516,1.092904662017814,55.21173007704504,43.69536526093715,4.486054878597454e-07,7.831135157710179e-09,5.404491291174763,31.77671664228077,68.22328335771924,6.807353027553732e-07,7.148194682780121e-09,4.908614311951808,1.9570740381605825,98.04292596183944,1.1904220677464863,0.0148497920440096,1.2474389862942876,-0.5479420227829166,0.2291194253782409,-5.451883872884337,0.9999873333333332,0.1,10.000126668271134,2.21075777992582,2.3946171037900297,2.2107297769939405,0.2269643382987043,10.298521471900862,5.425966750000004,0.0702819681101642,2022-11-15 17:34:19.422357,2022-11-15 17:35:20.426065,5.237981606578954,6.049739182692316,0.8117575761133624,2.2256134330988883e-05,4.018330701960428e-06,22.995520521971045,77.00447947802897
2,0,0.0002297896470743,3.173254870064068e-05,199.62568822189525,0.8207794476790718,51.607187477328345,47.57203307499256,3.1792742804513763e-06,4.1563984613726784e-08,4.9376579968829954,0.4201020058118406,99.57989799418816,4.821300260440405e-06,7.148194682780121e-09,4.287587514044748,1.9570740381605825,98.04292596183944,1.19086175086974,0.0148637639089894,1.2481518990700475,-1.9546211827735105,0.2428723610843592,-6.016252372984568,1.083281666666667,0.1,9.231209488452524,2.231206181867733,2.2463935799260817,2.417024751370648,0.2296155055934708,9.501241166961822,9.590508538461537,0.0194701547882756,2022-11-15 17:35:25.425733,2022-11-15 17:36:30.422285,9.457646727564107,10.315224153846156,0.8575774262820488,0.00019706241412423853,2.7578448015103134e-05,2.631843614152886,97.36815638584712
3,0,6.166850845403202e-05,1.833150068199905e-05,1947.449105047824,0.2249425228386309,94.89435166407046,4.880705813090914,5.456534466872164e-07,9.54049909258146e-09,-5.744434836872724,16.51121480890747,83.48878519109252,8.285571891131301e-07,7.148194682780121e-09,-6.168018394569875,1.9570740381605825,98.04292596183944,1.1896697931798703,0.0148351179418943,1.2469941790310757,-0.5079952849709907,0.2117831376168064,-11.232729528828262,1.631564342105264,0.1,6.1290871232798905,2.360322927773832,2.1635873359016253,3.851018724809282,0.2499802674638056,6.507340966457221,3.906114846153855,0.0922332710080687,2022-11-15 17:36:40.422110,2022-11-15 17:38:45.422555,0.9765287115384638,4.478055654655879,3.5015269431174154,0.0002159339438936572,6.443976010408334e-05,0.7791019313733744,99.22089806862665
4,0,7.756368941782422e-06,4.427857762161568e-06,6627.587564336804,0.0863687955143066,95.45370823592472,4.459922968560949,5.568481937069281e-07,8.621392410526961e-09,2.135313878386203,27.81204638668592,72.18795361331405,8.461454863960909e-07,7.148194682780121e-09,1.517886412074119,1.9570740381605825,98.04292596183944,1.1883205584081469,0.0148184378512222,1.247006445939418,0.0715906418803533,0.231421798857745,-218.96918795251975,0.9999820000000004,0.1,10.000180003240054,1.3942838950007184,4.611459591853418,1.3942587978906087,0.1494117422441791,11.410570151080494,7.4672538000000035,0.0498740021590425,2022-11-15 17:39:10.422349,2022-11-15 17:40:30.422164,7.369801990909093,8.39601935833334,1.0262173674242474,7.959720516207153e-06,4.56038134704647e-06,0.719553409831375,99.28044659016864
5,0,2.477481533329185e-05,1.1862399032723194e-05,21634.298905676307,0.3440050116116269,95.21922317374757,4.436771814640805,1.9450056232556985e-07,5.577988819736895e-09,9.869501471565256,68.42101664692785,31.57898335307214,2.958259321946565e-07,7.148194682780121e-09,9.59558695130473,1.9570740381605825,98.04292596183944,1.187355593900057,0.0148088598740352,1.2472130138468656,0.0660031021625967,0.2142870391086014,37.52281888097055,1.3222175444444435,0.1,7.563051966763685,2.2390572375195483,13.263391048331489,2.9605207624636565,0.238815725031186,18.34484629973956,11.039939769230775,0.06494834870949,2022-11-15 17:40:35.422609,2022-11-15 17:42:34.422188,10.315224153846156,11.443833543706301,1.128609389860145,2.7961089217204278e-05,1.3484364764487593e-05,1.4239544442957532,98.57604555570424
6,0,2.4091710908083825e-05,5.404260410411298e-06,454.75186141557583,0.7149582167071162,78.14471769425256,21.140324089040323,3.087739211932861e-07,6.3554788113464605e-09,5.466275324236619,52.24197000820993,47.75802999179005,4.692052178945382e-07,7.148194682780121e-09,5.055931789459017,1.9570740381605825,98.04292596183944,1.1885003463339712,0.0148356432426081,1.2482654189558966,0.0471043521233698,0.2205699593395018,-12.753443532665088,1.0666813333333345,0.1,9.374871095522428,3.970682825476047,1.6236641783570176,4.235453250522561,0.4015382229252979,9.602617419321094,14.290087062500008,0.0660989908824804,2022-11-15 17:42:39.422087,2022-11-15 17:43:21.422031,13.06890719034092,15.162681593750008,2.093774403409089,5.044260763367745e-05,1.1426807081321397e-05,1.9421159470169254,98.05788405298308
7,0,0.0005241320667989,8.015591140377598e-05,517.1270695099771,0.7066265176541991,60.11962295718702,39.173750525158766,2.2269408221867338e-06,2.955921582039096e-08,3.035697223058535,0.8918358247306809,99.10816417526928,3.38545908280122e-06,7.148194682780121e-09,2.3852618872123177,1.9570740381605825,98.04292596183944,1.187410554852261,0.0148038857789934,1.2467365982817673,0.5376574937670487,0.2310378007403558,-3.0903586499891698,1.0800038799999994,0.1,9.259225994632544,4.639517970466605,1.3899396917316855,5.010697409433655,0.4678030744241065,9.474398003213974,6.673511615384628,0.087417994457259,2022-11-15 17:43:35.422569,2022-11-15 17:44:09.422120,6.049739182692316,6.972930898601406,0.9231917159090894,0.00048387438211105403,8.703582133591287e-05,27.7132254830557,72.28677451694429
8,0,8.893909165777886e-05,1.666276844274982e-05,20779.569684976752,0.7840754474874363,67.65188984971671,31.56403470279586,2.73530715730732e-07,6.674253911295585e-09,-65.74195987238375,39.54360616252805,60.45639383747195,4.1605370067633595e-07,7.148194682780121e-09,-66.02857378209914,1.9570740381605825,98.04292596183944,1.1876578519832606,0.0148045399804559,1.2465318702091386,-0.2631556577027235,0.2140118243995519,-8.105055383920629,1.0531941702127652,0.1,9.494925326048673,2.075975315763265,2.59504227753218,2.186405100067476,0.214627497973015,9.870759619679404,5.049996463157903,0.0823760444877558,2022-11-15 17:44:12.421967,2022-11-15 17:45:51.422219,4.478055654655879,5.237981606578954,0.7599259519230745,6.758712389121118e-05,1.4629252502789414e-05,25.080891876698352,74.91910812330165
9,0,0.0003563320213079,7.36388362391586e-05,431443.3651350314,0.4186070051471414,73.98465291174331,25.59674008310955,1.477378501900878e-06,2.1744318042027854e-08,5532.9950621112575,1.08658390364761,98.91341609635238,2.2490865221611038e-06,7.148194682780121e-09,5532.667111540039,1.9570740381605825,98.04292596183944,1.1864244523969525,0.0147913408103655,1.2467154091397907,0.0447791307849898,0.2129493315531002,15.79103387582854,1.0422027042253523,0.1,9.595062418719008,2.3309742906427533,4.63380974168774,2.4293477091876494,0.2411674154146235,11.863339595938026,9.324784916666676,0.0433838966645279,2022-11-15 17:45:56.426181,2022-11-15 17:47:19.422374,8.39601935833334,9.457646727564107,1.0616273692307665,0.0003782918263537873,7.969082034504376e-05,3.7631386663630644,96.23686133363695
